Unnamed: 0,X.2,X.1,X,country,year,ciri,unreg,unsubreg,disap,kill,polpris,tort,assn,formov,dommov,speech,elecsd,rel_free,union_p,barg_p,hour_p,force_p,child_p,wage_p,safe_p,trafficking_p,injud,wecon,wopol,wosoc_p,ngo_freedom,trial_p,wosoc_l,union_l,barg_l,hour_l,force_l,child_l,wage_l,safe_l,trafficking_l,americas,europe,asia_middle_east,africa,oceania,atrocity_years,physint_sum,workerrights_practices_sum,repression_sum,civpol_sum,human_rights_score,workerrights_laws_sum,bbatrocity,zero_kill,zero_disap,zero_polpris,zero_tort,bbatrocity_intensity,avg_kill3,avg_disap3,avg_polpris3,avg_tort3,avg_bbatrocity_intensity3,avg_speech3,avg_rel_free3,avg_dommov3,avg_formov3,avg_assn3,avg_wopol3,avg_wosoc_l3,avg_wosoc_p3,avg_wecon3,avg_union_l3,avg_union_p3,avg_barg_l3,avg_barg_p3,avg_force_l3,avg_force_p3,avg_child_l3,avg_child_p3,avg_wage_l3,avg_wage_p3,avg_safe_l3,avg_safe_p3,avg_hour_l3,avg_hour_p3,avg_trafficking_l3,avg_trafficking_p3,avg_trial_p3,avg_injud3,wopol_two,wecon_two,wosoc_two,trial_two,atrocity_hrscore,emp_rights_sum,hrscorex2,avg_ngo3,avg_elecsd3
1920,1920,1920,1920,Mauritius,2020,440,2,14,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0,0,0,1,0,0,6.0,4.0,11.0,3.0,58.0,10.0,0.0,0.0,0.0,0.0,0.0,,1.66666666666667,2.0,2.0,1.0,,0.333333333333333,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.33333333333333,0.666666666666667,1.0,1.0,1.33333333333333,0.666666666666667,2.0,0.666666666666667,1.33333333333333,1.0,2.0,1.0,0.666666666666667,0.0,1.0,0.666666666666667,2.0,2.0,1.0,,2.0,1.0,2.0,7,58.0,3.0,1.33333333333333
1937,1937,1937,1937,Mexico,2020,443,419,13,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1,0,0,0,0,19,3.0,3.0,5.0,2.0,40.0,10.0,0.0,0.0,1.0,0.0,1.0,,0.666666666666667,0.666666666666667,1.66666666666667,0.0,,0.0,1.0,1.0,2.0,0.666666666666667,3.0,2.66666666666667,1.66666666666667,1.0,0.666666666666667,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.666666666666667,2.0,0.666666666666667,1.0,0.0,1.33333333333333,0.666666666666667,0.333333333333333,0.666666666666667,2.0,,1.0,,2.0,6,40.0,2.0,1.33333333333333
1954,1954,1954,1954,"Micronesia, Fed. Sts.",2020,446,9,57,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0,0,0,0,1,0,8.0,8.0,15.0,5.0,74.0,6.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,2.0,,2.0,1.33333333333333,2.0,2.0,2.0,0.666666666666667,2.0,2.0,1.33333333333333,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.666666666666667,0.666666666666667,2.0,2.0,1.0,1.66666666666667,0.666666666666667,0.666666666666667,2.0,2.0,,,1.0,1.0,2.0,5,74.0,3.0,2.0
1971,1971,1971,1971,Moldova,2020,449,150,151,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0,1,0,0,0,0,4.0,4.0,6.0,2.0,42.0,11.0,0.0,0.0,0.0,0.0,1.0,,1.66666666666667,2.0,1.33333333333333,0.0,,0.666666666666667,1.33333333333333,1.33333333333333,2.0,0.666666666666667,2.0,2.0,2.0,2.0,1.33333333333333,0.666666666666667,1.0,1.0,1.33333333333333,0.0,2.0,0.666666666666667,0.666666666666667,0.0,2.0,0.666666666666667,2.0,0.0,1.0,0.666666666666667,0.0,0.333333333333333,1.0,1.0,1.0,,2.0,6,42.0,1.33333333333333,1.0
1988,1988,1988,1988,Monaco,2020,452,150,155,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0,1,0,0,0,0,8.0,14.0,17.0,6.0,94.0,14.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,2.0,,2.0,1.33333333333333,2.0,2.0,2.0,3.0,3.0,3.0,2.33333333333333,2.0,2.0,1.66666666666667,1.66666666666667,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33333333333333,1.66666666666667,3.0,2.0,2.0,2.0,2.0,2.0,2.0,10,94.0,3.0,0.666666666666667
2005,2005,2005,2005,Mongolia,2020,455,142,30,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0,0,1,0,0,0,7.0,4.0,11.0,4.0,52.0,8.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,0.666666666666667,,1.0,1.0,1.66666666666667,1.0,2.0,2.0,3.0,2.66666666666667,0.333333333333333,1.66666666666667,0.333333333333333,1.33333333333333,0.666666666666667,1.66666666666667,1.0,1.0,0.0,1.66666666666667,0.666666666666667,1.66666666666667,0.666666666666667,0.666666666666667,0.0,1.0,0.666666666666667,0.0,0.333333333333333,1.0,,2.0,,2.0,6,52.0,1.33333333333333,1.0
2021,2021,2021,2021,Montenegro,2020,458,150,39,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0,1,0,0,0,0,5.0,6.0,11.0,4.0,56.0,13.0,0.0,0.0,0.0,0.0,1.0,,2.0,2.0,1.66666666666667,0.333333333333333,,1.0,1.0,2.0,2.0,1.66666666666667,2.0,3.0,2.0,1.0,2.0,0.666666666666667,1.0,1.0,2.0,1.33333333333333,1.66666666666667,0.333333333333333,1.33333333333333,0.333333333333333,2.0,1.33333333333333,2.0,1.33333333333333,1.33333333333333,0.333333333333333,1.66666666666667,0.666666666666667,1.0,,1.0,1.0,2.0,6,56.0,1.66666666666667,1.33333333333333
2038,2038,2038,2038,Morocco,2020,461,2,15,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0,0,0,1,0,1,5.0,5.0,7.0,2.0,40.0,8.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,0.333333333333333,0.666666666666667,,1.0,0.0,1.0,1.66666666666667,0.666666666666667,2.0,2.0,2.0,1.0,0.666666666666667,0.666666666666667,1.0,1.0,2.0,1.0,0.666666666666667,0.0,1.66666666666667,0.666666666666667,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.333333333333333,1.0,,1.0,,2.0,4,40.0,0.0,1.0
2055,2055,2055,2055,Mozambique,2020,464,2,14,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0,0,0,1,0,6,4.0,4.0,8.0,3.0,46.0,8.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.66666666666667,2.0,1.0,,0.666666666666667,2.0,2.0,2.0,0.666666666666667,3.0,2.0,1.0,0.0,0.666666666666667,0.666666666666667,1.0,1.0,1.66666666666667,0.666666666666667,1.33333333333333,0.333333333333333,1.66666666666667,0.666666666666667,2.0,0.666666666666667,1.0,0.0,1.0,0.666666666666667,1.0,0.666666666666667,2.0,,,,2.0,6,46.0,1.33333333333333,0.333333333333333
2072,2072,2072,2072,Namibia,2020,467,2,18,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0,0,0,1,0,5,6.0,8.0,13.0,5.0,72.0,10.0,0.0,0.0,0.0,0.0,0.0,,1.66666666666667,2.0,2.0,1.66666666666667,,2.0,1.33333333333333,2.0,2.0,2.0,3.0,2.0,1.66666666666667,2.33333333333333,1.33333333333333,1.33333333333333,1.0,1.0,2.0,1.66666666666667,2.0,1.33333333333333,1.0,0.666666666666667,1.66666666666667,1.0,1.0,0.0,1.0,0.666666666666667,1.66666666666667,1.66666666666667,2.0,2.0,1.0,1.0,2.0,9,72.0,2.0,2.0
2089,2089,2089,2089,Nauru,2020,470,9,57,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,8.0,4.0,15.0,4.0,66.0,5.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,2.0,,0.333333333333333,2.0,1.33333333333333,2.0,2.0,2.0,3.0,3.0,0.666666666666667,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.0,0.0,1.66666666666667,1.33333333333333,3.0,2.0,1.0,,2.0,2.0,2.0,7,66.0,3.0,1.33333333333333
2106,2106,2106,2106,Nepal,2020,473,142,62,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0,0,1,0,0,15,4.0,5.0,5.0,1.0,32.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,0.666666666666667,2.0,2.0,0.666666666666667,,0.666666666666667,0.0,0.666666666666667,1.0,1.0,3.0,2.0,0.333333333333333,1.0,1.33333333333333,0.666666666666667,0.666666666666667,0.666666666666667,1.66666666666667,0.0,0.666666666666667,0.0,1.33333333333333,1.0,0.666666666666667,0.333333333333333,1.0,1.0,0.666666666666667,0.0,0.333333333333333,0.333333333333333,2.0,,,,0.0,3,32.0,1.0,1.33333333333333
2123,2123,2123,2123,Netherlands,2020,476,150,155,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0,1,0,0,0,0,7.0,11.0,14.0,4.0,84.0,11.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,1.33333333333333,,1.66666666666667,0.666666666666667,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.33333333333333,1.33333333333333,2.0,1.66666666666667,1.66666666666667,1.66666666666667,1.33333333333333,1.33333333333333,2.0,2.0,1.0,1.33333333333333,1.33333333333333,1.33333333333333,3.0,2.0,2.0,2.0,2.0,2.0,2.0,10,84.0,3.0,2.0
2140,2140,2140,2140,New Zealand,2020,479,9,53,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0,0,0,0,1,0,8.0,8.0,17.0,6.0,84.0,9.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,2.0,,2.0,1.66666666666667,2.0,2.0,2.0,3.0,3.0,3.0,2.66666666666667,1.33333333333333,1.33333333333333,1.0,1.0,2.0,1.0,1.0,0.666666666666667,1.66666666666667,1.66666666666667,2.0,2.0,1.66666666666667,2.0,1.33333333333333,1.33333333333333,3.0,2.0,2.0,2.0,2.0,2.0,2.0,10,84.0,3.0,2.0
2157,2157,2157,2157,Nicaragua,2020,482,419,13,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1,0,0,0,0,11,0.0,1.0,0.0,0.0,20.0,9.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.66666666666667,0.0,3.0,3.0,3.0,1.66666666666667,1.0,0.333333333333333,1.0,0.0,1.66666666666667,0.333333333333333,1.66666666666667,0.333333333333333,0.333333333333333,0.333333333333333,2.0,1.0,1.0,0.0,1.0,0.333333333333333,0.0,0.0,2.0,1.0,2.0,,0.0,9,20.0,0.0,0.0
2174,2174,2174,2174,Niger,2020,485,2,11,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0,0,0,1,0,0,3.0,4.0,6.0,3.0,42.0,8.0,0.0,0.0,1.0,0.0,0.0,,0.666666666666667,0.666666666666667,1.0,0.666666666666667,,1.0,1.33333333333333,0.333333333333333,2.0,0.666666666666667,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.66666666666667,0.0,0.333333333333333,0.0,1.0,0.333333333333333,1.66666666666667,0.666666666666667,1.66666666666667,0.0,0.666666666666667,0.0,0.0,0.666666666666667,1.0,,,,2.0,4,42.0,2.0,0.666666666666667
2191,2191,2191,2191,Nigeria,2020,488,2,11,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0,0,0,1,0,25,2.0,1.0,3.0,1.0,26.0,5.0,0.0,0.0,1.0,0.0,1.0,,0.666666666666667,0.333333333333333,1.33333333333333,0.0,,0.333333333333333,1.0,1.0,1.66666666666667,0.333333333333333,1.0,1.0,0.666666666666667,0.0,0.0,0.0,0.333333333333333,0.0,1.33333333333333,0.0,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,1.66666666666667,0.333333333333333,1.33333333333333,0.0,1.0,0.0,0.0,0.0,,,,,2.0,3,26.0,1.0,0.333333333333333
2208,2208,2208,2208,Norway,2020,491,150,154,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0,1,0,0,0,0,8.0,11.0,17.0,6.0,90.0,11.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,2.0,,2.0,1.33333333333333,2.0,2.0,2.0,3.0,3.0,3.0,2.66666666666667,2.0,2.0,2.0,2.0,2.0,2.0,1.66666666666667,1.0,1.66666666666667,1.66666666666667,2.0,2.0,1.0,1.33333333333333,1.33333333333333,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,10,90.0,3.0,2.0
2225,2225,2225,2225,Oman,2020,494,142,145,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0,0,1,0,0,0,6.0,6.0,7.0,1.0,46.0,8.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.0,1.0,,0.333333333333333,1.0,1.66666666666667,1.0,0.333333333333333,1.66666666666667,1.0,1.0,1.33333333333333,1.0,0.666666666666667,1.0,0.666666666666667,1.66666666666667,0.0,1.66666666666667,1.0,0.333333333333333,0.333333333333333,1.66666666666667,1.33333333333333,0.666666666666667,0.666666666666667,1.0,0.666666666666667,0.333333333333333,1.0,1.0,1.0,,,2.0,4,46.0,2.0,0.0
2242,2242,2242,2242,Pakistan,2020,497,142,62,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0,0,1,0,0,30,0.0,1.0,1.0,1.0,12.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.666666666666667,0.0,2.66666666666667,0.0,0.0,1.33333333333333,1.0,0.666666666666667,2.0,0.0,0.0,0.333333333333333,0.0,0.0,0.666666666666667,0.333333333333333,1.33333333333333,0.0,0.333333333333333,0.0,0.666666666666667,0.333333333333333,0.666666666666667,0.0,0.666666666666667,0.0,0.666666666666667,0.0,0.0,0.0,1.0,,,,0.0,3,12.0,0.0,0.666666666666667
2259,2259,2259,2259,Palau,2020,500,9,57,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0,0,0,0,1,0,8.0,6.0,17.0,6.0,76.0,9.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.66666666666667,2.33333333333333,3.0,1.33333333333333,1.66666666666667,1.0,1.33333333333333,2.0,1.0,2.0,1.66666666666667,0.333333333333333,0.333333333333333,1.0,0.666666666666667,2.0,0.666666666666667,1.33333333333333,0.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,8,76.0,3.0,2.0
2276,2276,2276,2276,Panama,2020,503,419,13,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,1,0,0,0,0,1,8.0,8.0,15.0,5.0,68.0,9.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,2.0,,1.33333333333333,2.0,1.66666666666667,1.66666666666667,2.0,2.0,3.0,3.0,1.66666666666667,1.0,0.666666666666667,0.666666666666667,0.666666666666667,2.0,1.33333333333333,1.33333333333333,1.0,1.0,0.666666666666667,1.66666666666667,1.0,1.0,0.666666666666667,1.0,1.0,1.66666666666667,0.333333333333333,1.0,1.0,2.0,1.0,2.0,6,68.0,2.66666666666667,2.0
2293,2293,2293,2293,Papua New Guinea,2020,506,9,54,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0,0,0,0,1,6,4.0,2.0,10.0,5.0,42.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,0.666666666666667,2.0,2.0,0.333333333333333,,1.33333333333333,1.0,2.0,2.0,2.0,0.666666666666667,2.0,1.0,0.0,1.0,0.666666666666667,0.666666666666667,0.333333333333333,1.66666666666667,0.0,0.333333333333333,0.0,1.66666666666667,0.666666666666667,1.66666666666667,0.333333333333333,1.0,0.0,1.0,0.0,1.33333333333333,2.0,,,,,0.0,4,42.0,2.0,0.0
2310,2310,2310,2310,Paraguay,2020,509,419,5,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1,0,0,0,0,0,5.0,1.0,10.0,5.0,46.0,8.0,0.0,0.0,0.0,0.0,1.0,,1.33333333333333,2.0,2.0,0.666666666666667,,1.0,1.66666666666667,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.333333333333333,1.0,0.333333333333333,1.66666666666667,0.0,1.0,0.0,1.0,0.333333333333333,2.0,1.0,0.333333333333333,0.0,1.0,0.0,0.333333333333333,0.0,1.0,,,,2.0,5,46.0,2.0,2.0
2327,2327,2327,2327,Peru,2020,512,419,5,2.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,1,0,0,0,0,13,4.0,3.0,8.0,4.0,44.0,9.0,1.0,1.0,0.0,0.0,1.0,1.0,1.33333333333333,2.0,2.0,0.0,,1.0,1.33333333333333,1.33333333333333,2.0,1.66666666666667,3.0,3.0,2.33333333333333,1.0,1.0,0.666666666666667,1.0,1.0,2.0,0.333333333333333,1.0,0.0,1.33333333333333,0.666666666666667,2.0,1.0,0.333333333333333,0.333333333333333,1.0,0.0,0.333333333333333,0.666666666666667,2.0,,,,0.0,5,44.0,1.33333333333333,2.0
2344,2344,2344,2344,Philippines,2020,515,142,35,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0,0,1,0,0,28,1.0,5.0,4.0,3.0,34.0,10.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.33333333333333,1.66666666666667,2.0,2.66666666666667,2.0,1.0,1.0,0.666666666666667,1.0,0.333333333333333,2.0,0.666666666666667,1.66666666666667,0.0,0.333333333333333,0.333333333333333,2.0,0.666666666666667,1.66666666666667,1.66666666666667,1.33333333333333,0.666666666666667,0.333333333333333,0.333333333333333,1.0,,1.0,,0.0,5,34.0,1.0,1.0
2361,2361,2361,2361,Poland,2020,518,150,151,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0,1,0,0,0,0,7.0,8.0,13.0,4.0,66.0,11.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,1.0,,1.33333333333333,1.66666666666667,2.0,2.0,1.33333333333333,2.0,3.0,3.0,1.66666666666667,1.33333333333333,1.0,1.0,0.666666666666667,2.0,1.66666666666667,1.66666666666667,1.33333333333333,1.66666666666667,0.666666666666667,1.66666666666667,1.0,2.0,0.333333333333333,1.33333333333333,0.666666666666667,2.0,1.0,1.0,1.0,2.0,1.0,2.0,8,66.0,2.0,1.66666666666667
2378,2378,2378,2378,Portugal,2020,521,150,39,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0,1,0,0,0,0,6.0,9.0,15.0,6.0,82.0,12.0,0.0,0.0,0.0,0.0,0.0,,1.66666666666667,2.0,2.0,0.666666666666667,,2.0,1.33333333333333,2.0,2.0,2.0,3.0,3.0,3.0,2.66666666666667,2.0,1.66666666666667,1.33333333333333,0.666666666666667,2.0,2.0,2.0,1.33333333333333,1.66666666666667,1.66666666666667,2.0,2.0,1.0,2.0,1.33333333333333,1.33333333333333,3.0,2.0,2.0,2.0,2.0,2.0,2.0,10,82.0,3.0,2.0
2395,2395,2395,2395,Qatar,2020,524,142,145,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0,0,1,0,0,0,6.0,3.0,7.0,0.0,38.0,7.0,0.0,0.0,0.0,0.0,1.0,,2.0,2.0,2.0,1.33333333333333,,0.0,0.333333333333333,1.33333333333333,0.666666666666667,0.0,2.0,2.33333333333333,0.333333333333333,1.0,0.0,0.0,0.0,0.0,2.0,0.666666666666667,2.0,1.33333333333333,0.333333333333333,0.333333333333333,2.0,0.666666666666667,1.0,0.0,1.33333333333333,0.666666666666667,0.666666666666667,0.666666666666667,1.0,,,,2.0,2,38.0,3.0,0.0
2412,2412,2412,2412,Romania,2020,527,150,151,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0,1,0,0,0,0,6.0,3.0,9.0,3.0,48.0,12.0,0.0,0.0,0.0,0.0,0.0,,1.33333333333333,2.0,2.0,1.0,,1.0,0.666666666666667,1.33333333333333,2.0,0.666666666666667,2.0,3.0,1.0,1.66666666666667,1.0,0.666666666666667,1.0,0.666666666666667,1.66666666666667,0.0,1.66666666666667,0.0,1.66666666666667,1.0,1.33333333333333,0.666666666666667,1.66666666666667,0.666666666666667,1.0,0.666666666666667,0.333333333333333,1.0,1.0,1.0,,,2.0,5,48.0,1.66666666666667,2.0
2429,2429,2429,2429,Russia,2020,530,150,151,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0,1,0,0,0,17,0.0,3.0,2.0,0.0,16.0,10.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.333333333333333,2.0,1.66666666666667,1.33333333333333,0.333333333333333,1.0,0.0,0.0,0.0,1.33333333333333,0.666666666666667,2.0,0.666666666666667,2.0,0.666666666666667,1.33333333333333,0.666666666666667,2.0,0.666666666666667,1.33333333333333,0.0,1.66666666666667,0.0,1.0,,,1.0,0.0,3,16.0,0.0,0.0
